기간,자치구,동,사업체수,여성대표자,계,남,여,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수
2019,마포구,합정동,"2,397",848,"11,154","5,723","5,431","1,641","3,848",665,"6,466",51,620,40,220
2019,마포구,망원1동,"1,899",613,"5,293","2,840","2,453","1,682","3,563",149,"1,213",28,359,40,158
2019,마포구,망원2동,"1,348",540,"4,505","2,412","2,093","1,112","2,343",168,"1,576",21,329,47,257
2019,마포구,연남동,"1,915",735,"6,911","3,739","3,172","1,526","3,448",328,"2,940",29,395,32,128
2019,마포구,성산1동,"1,534",473,"11,155","7,827","3,328","1,017","2,367",400,"7,770",64,789,53,229
2019,마포구,성산2동,"1,757",649,"11,682","5,743","5,939","1,377","3,040",261,"5,213",46,"2,823",73,606
2019,마포구,상암동,"2,531",874,"41,880","24,473","17,407","1,536","3,931",811,"32,651",114,"4,635",70,663
2019,마포구,도화동,"2,082",697,"16,774","9,047","7,727","1,270","3,439",684,"11,857",66,"1,017",62,461
2019,마포구,서강동,"1,828",653,"12,774","6,858","5,916","1,378","3,425",352,"6,599",55,"2,514",43,236
2019,마포구,공덕동,"2,756",981,"18,197","9,899","8,298","2,038","5,166",542,"10,597",104,"1,885",72,549
2019,마포구,아현동,"1,619",598,"10,936","5,871","5,065","1,060","2,637",453,"6,537",65,"1,516",41,246
2019,양천구,소계,"25,894","9,745","121,582","63,099","58,483","21,492","51,985","2,940","40,682",495,"21,999",967,"6,916"
2019,양천구,목1동,"2,872","1,196","21,666","10,760","10,906","1,946","6,902",805,"12,125",72,"2,027",49,612
2019,양천구,목2동,"1,196",476,"4,523","2,369","2,154","1,016","2,451",115,"1,354",17,467,48,251
2019,양천구,목3동,"1,282",566,"4,740","2,198","2,542","1,121","2,671",108,"1,554",15,249,38,266
2019,양천구,목4동,"1,347",597,"3,945","1,819","2,126","1,172","2,459",93,807,14,297,68,382
2019,양천구,신월1동,"1,765",674,"5,183","2,828","2,355","1,576","3,290",105,"1,342",17,214,67,337
2019,양천구,신월2동,"1,175",379,"3,943","2,104","1,839",995,"2,123",102,998,17,402,61,420
2019,양천구,신월3동,958,297,"4,019","2,356","1,663",799,"1,629",102,"1,444",24,723,33,223
2019,양천구,신월4동,"1,166",388,"4,255","2,441","1,814","1,025","2,197",72,"1,298",11,253,58,507
2019,양천구,신월5동,994,353,"4,849","2,881","1,968",867,"2,178",71,"1,609",18,957,38,105
2019,양천구,신월6동,"1,336",178,"3,129","2,218",911,"1,251","1,840",56,"1,009",10,209,19,71
2019,양천구,신월7동,"1,324",453,"5,406","3,493","1,913","1,136","2,202",94,"1,490",16,"1,310",78,404
2019,양천구,신정1동,"1,175",569,"5,322","2,467","2,855","1,020","2,457",89,962,24,"1,550",42,353
2019,양천구,신정2동,"1,091",473,"3,806","1,703","2,103",952,"2,367",72,709,17,436,50,294
2019,양천구,신정3동,"1,814",560,"9,284","5,308","3,976","1,440","3,081",244,"3,799",46,"1,647",84,757
2019,양천구,신정6동,714,325,"6,916","3,189","3,727",560,"1,466",91,962,31,"4,042",32,446
2019,양천구,신정7동,"1,030",396,"4,457","2,348","2,109",870,"1,934",73,750,38,"1,454",49,319
2019,양천구,목5동,"1,565",727,"10,700","4,262","6,438","1,223","2,967",243,"2,530",42,"4,650",57,553
2019,양천구,신정4동,"3,090","1,138","15,439","8,355","7,084","2,523","7,771",405,"5,940",66,"1,112",96,616
2019,강서구,소계,"39,458","13,619","257,494","142,209","115,285","29,613","74,637","7,744","149,168",817,"24,645","1,284","9,044"
2019,강서구,염창동,"2,170",744,"17,152","10,246","6,906","1,433","3,958",595,"11,393",46,"1,392",96,409
2019,강서구,등촌1동,"1,812",630,"15,763","9,156","6,607","1,237","3,587",485,"10,771",33,"1,031",57,374
2019,강서구,등촌2동,737,255,"3,541","1,770","1,771",605,"1,339",66,"1,100",32,980,34,122
2019,강서구,등촌3동,"2,533",957,"19,252","8,839","10,413","1,740","5,298",615,"9,787",80,"2,715",98,"1,452"
2019,강서구,화곡본동,"1,389",539,"4,179","1,763","2,416","1,233","2,902",75,504,26,420,55,353
2019,강서구,화곡2동,855,301,"2,732","1,405","1,327",722,"1,406",89,780,6,187,38,359
2019,강서구,화곡3동,"1,222",521,"4,170","1,790","2,380","1,072","2,840",100,828,16,258,34,244
2019,강서구,화곡4동,"1,469",560,"3,988","1,955","2,033","1,314","2,784",88,658,23,437,44,109
2019,강서구,화곡6동,"1,749",657,"10,847","6,098","4,749","1,390","3,746",250,"3,924",56,"2,925",53,252
2019,강서구,화곡8동,"1,275",527,"4,167","1,733","2,434","1,147","2,492",58,626,24,523,46,526
2019,강서구,가양1동,"5,790","1,774","56,353","36,977","19,376","3,344","10,025","2,270","44,313",97,"1,503",79,512
2019,강서구,가양2동,633,207,"3,383","1,737","1,646",440,"1,273",119,"1,043",30,787,44,280
2019,강서구,가양3동,904,190,"7,374","4,533","2,841",490,"1,184",361,"4,822",26,"1,006",27,362
2019,강서구,발산1동,"3,375","1,062","19,865","10,650","9,215","2,253","6,130",953,"9,506",80,"3,680",89,549
2019,강서구,공항동,"2,040",696,"36,149","17,930","18,219","1,488","3,400",434,"29,709",48,"2,551",70,489
2019,강서구,방화1동,"2,621",975,"11,003","5,229","5,774","2,167","5,296",293,"3,767",35,817,126,"1,123"
2019,강서구,방화2동,"3,279",868,"14,018","8,510","5,508","2,732","4,638",413,"8,055",47,877,87,448
2019,강서구,방화3동,893,263,"4,698","2,571","2,127",714,"1,535",102,"1,792",33,"1,075",44,296
2019,강서구,화곡1동,"3,048","1,182","10,879","5,847","5,032","2,672","6,452",231,"3,362",38,683,107,382
2019,강서구,우장산동,"1,664",711,"7,981","3,470","4,511","1,420","4,352",147,"2,428",41,798,56,403
2019,구로구,소계,"38,756","11,511","225,668","128,722","96,946","27,827","66,480","9,249","131,081",710,"20,397",970,"7,710"
2019,구로구,신도림동,"2,784",908,"15,121","7,402","7,719","2,023","5,619",654,"8,216",43,807,64,479
2019,구로구,구로1동,728,273,"3,603","1,872","1,731",613,"1,447",71,"1,446",12,494,32,216
2019,구로구,구로3동,"7,883","1,808","92,379","56,470","35,909","3,081","10,151","4,553","78,531",167,"2,465",82,"1,232"
2019,구로구,구로4동,"2,133",992,"6,044","2,684","3,360","1,857","4,102",166,742,40,592,70,608
2019,구로구,구로5동,"4,477","1,129","26,529","14,901","11,628","3,457","6,905",830,"15,641",89,"2,669",101,"1,314"
2019,구로구,고척1동,"2,541",725,"10,116","5,766","4,350","2,102","5,549",337,"2,893",32,"1,276",70,398
2019,구로구,고척2동,"1,460",557,"4,177","2,012","2,165","1,291","2,700",77,597,26,574,66,306
2019,구로구,개봉2동,"1,212",453,"3,361","1,504","1,857","1,098","2,546",53,462,12,107,49,246
2019,구로구,개봉3동,"1,020",387,"7,391","4,105","3,286",898,"1,779",60,"4,999",18,404,44,209
2019,구로구,오류1동,"1,187",463,"4,795","2,314","2,481","1,001","2,467",115,"1,643",25,365,46,320
2019,구로구,오류2동,"1,729",596,"9,157","5,208","3,949","1,418","3,283",135,"1,857",75,"3,331",101,686
2019,구로구,수궁동,"1,258",370,"6,199","3,773","2,426",997,"2,301",150,"2,116",46,"1,404",65,378
2019,구로구,가리봉동,993,451,"3,179","1,252","1,927",896,"1,881",43,268,24,585,30,445
2019,구로구,구로2동,"7,653","1,742","28,133","16,911","11,222","5,600","12,393","1,903","10,653",71,"4,547",79,540
2019,구로구,개봉1동,"1,698",657,"5,484","2,548","2,936","1,495","3,357",102,"1,017",30,777,71,333
2019,금천구,소계,"33,814","9,359","242,686","150,589","92,097","20,852","54,372","11,666","172,426",596,"11,558",700,"4,330"
2019,금천구,가산동,"16,661","3,716","170,886","110,573","60,313","6,878","20,926","9,387","145,410",294,"3,813",102,737
2019,금천구,독산1동,"4,037","1,247","25,241","15,084","10,157","2,942","9,085",941,"13,709",69,"1,469",85,978
2019,금천구,독산2동,"1,154",438,"3,514","1,832","1,682","1,017","2,172",62,778,18,288,57,276
2019,금천구,독산3동,"2,087",775,"6,500","3,162","3,338","1,869","4,405",111,"1,110",39,748,68,237
2019,금천구,독산4동,994,390,"3,130","1,542","1,588",896,"2,074",39,517,19,301,40,238
2019,금천구,시흥1동,"3,078","1,232","15,728","7,752","7,976","2,575","6,380",300,"5,501",54,"3,007",149,840
2019,금천구,시흥2동,651,207,"2,009",815,"1,194",553,898,33,117,25,710,40,284
2019,금천구,시흥3동,"3,167",578,"10,083","7,086","2,997","2,358","5,056",740,"4,314",36,596,33,117
2019,금천구,시흥4동,853,298,"2,034",890,"1,144",764,"1,340",18,119,19,311,52,264
2019,금천구,시흥5동,"1,132",478,"3,561","1,853","1,708","1,000","2,036",35,851,23,315,74,359
2019,영등포구,소계,"42,370","12,971","373,478","217,650","155,828","29,626","72,934","10,472","241,911","1,349","49,883",923,"8,750"
2019,영등포구,여의동,"8,132","2,258","160,633","100,149","60,484","3,495","11,683","3,911","114,932",519,"30,238",207,"3,780"
2019,영등포구,당산1동,"3,107",966,"19,234","9,309","9,925","2,281","5,092",661,"10,429",110,"3,364",55,349
2019,영등포구,당산2동,"2,289",739,"22,947","13,638","9,309","1,525","4,367",658,"16,989",71,"1,347",35,244
2019,영등포구,양평1동,"3,068",579,"24,084","13,898","10,186","2,313","4,587",654,"18,217",52,916,49,364
2019,영등포구,양평2동,"2,182",638,"19,921","12,161","7,760","1,317","3,707",773,"15,073",53,930,39,211
2019,영등포구,신길1동,"1,091",424,"5,280","2,521","2,759",926,"2,090",90,"1,757",37,955,38,478
2019,영등포구,신길3동,"1,369",337,"2,905","1,629","1,276","1,272","2,126",47,317,22,237,28,225
2019,영등포구,신길4동,433,139,"1,461",639,822,384,776,17,311,11,138,21,236
2019,영등포구,신길5동,526,191,"2,563","1,521","1,042",437,"1,003",45,688,25,788,19,84
2019,영등포구,신길6동,"1,228",488,"4,904","2,252","2,652","1,034","2,599",111,"1,277",43,713,40,315
2019,영등포구,신길7동,620,252,"2,932","1,396","1,536",481,"1,145",90,881,28,704,21,202
2019,영등포구,대림1동,"1,064",424,"4,517","1,803","2,714",904,"2,213",85,549,28,"1,547",47,208
2019,영등포구,대림2동,"1,378",658,"4,520","2,161","2,359","1,253","2,979",86,"1,134",19,339,20,68
2019,영등포구,대림3동,"2,262",778,"10,193","5,772","4,421","1,815","4,053",333,"4,866",49,891,65,383
2019,영등포구,영등포본동,"1,410",578,"5,361","2,610","2,751","1,132","2,504",194,"1,703",40,909,44,245
2019,영등포구,영등포동,"5,883","1,969","34,391","17,950","16,441","4,497","11,070","1,179","18,567",135,"4,306",72,448
2019,영등포구,도림동,"1,021",352,"2,975","1,753","1,222",861,"1,650",100,"1,015",17,98,43,212
2019,영등포구,문래동,"5,307","1,201","44,657","26,488","18,169","3,699","9,290","1,438","33,206",90,"1,463",80,698
2019,동작구,소계,"19,793","7,769","106,159","52,297","53,862","16,518","40,570","1,912","36,071",579,"24,259",784,"5,259"
2019,동작구,노량진2동,"1,706",606,"7,779","3,936","3,843","1,485","3,398",155,"2,484",24,"1,525",42,372
2019,동작구,상도1동,"1,765",688,"8,821","4,400","4,421","1,472","3,733",159,"1,504",55,"3,100",79,484
2019,동작구,상도2동,"1,398",584,"5,299","2,522","2,777","1,184","3,001",126,992,34,"1,024",54,282
2019,동작구,상도3동,"1,011",394,"3,477","1,517","1,960",899,"2,272",46,515,24,455,42,235
2019,동작구,상도4동,"1,008",358,"3,105","1,328","1,777",888,"1,811",40,407,32,623,48,264
2019,동작구,사당1동,"1,790",688,"9,815","5,238","4,577","1,415","3,811",288,"4,906",44,666,43,432
2019,동작구,사당3동,936,351,"4,032","2,014","2,018",746,"1,590",89,"1,244",40,856,61,342
2019,동작구,사당4동,659,257,"1,953",929,"1,024",588,"1,359",27,239,16,265,28,90
2019,동작구,사당5동,519,171,"1,646",809,837,436,838,34,246,20,475,29,87
2019,동작구,대방동,"1,693",649,"11,691","6,475","5,216","1,343","3,536",226,"5,529",60,"2,138",64,488
2019,동작구,신대방1동,"1,035",433,"4,210","2,397","1,813",878,"1,951",86,"1,463",31,605,40,191
2019,동작구,신대방2동,"1,227",460,"19,081","9,093","9,988",865,"2,484",228,"10,951",57,"4,827",77,819
2019,동작구,흑석동,"1,557",711,"10,324","4,626","5,698","1,333","3,028",100,"1,301",64,"5,704",60,291
2019,동작구,노량진1동,"1,856",732,"8,214","4,081","4,133","1,585","4,032",177,"2,528",45,"1,196",49,458
2019,동작구,사당2동,"1,633",687,"6,712","2,932","3,780","1,401","3,726",131,"1,762",33,800,68,424
2019,관악구,소계,"25,505","9,687","115,329","59,684","55,645","21,772","55,156","2,160","31,963",638,"21,125",935,"7,085"
2019,관악구,보라매동,"1,367",576,"6,557","3,298","3,259","1,071","2,337",223,"3,325",34,759,39,136
2019,관악구,청림동,451,209,"1,385",570,815,410,883,16,214,4,94,21,194
2019,관악구,행운동,"1,372",598,"6,845","3,085","3,760","1,173","3,197",110,"1,510",39,618,50,"1,520"
2019,관악구,낙성대동,"1,296",451,"7,867","4,302","3,565","1,039","3,560",186,"3,076",36,833,35,398
2019,관악구,중앙동,965,357,"5,516","3,264","2,252",818,"2,195",102,"2,813",9,159,36,349
2019,관악구,인헌동,"1,053",418,"3,578","1,665","1,913",930,"2,058",73,"1,109",16,289,34,122
2019,관악구,남현동,872,325,"4,957","2,655","2,302",665,"1,818",138,"2,602",34,392,35,145
2019,관악구,서원동,"1,279",510,"7,459","3,464","3,995","1,063","4,130",157,"2,583",28,347,31,399
2019,관악구,신원동,814,344,"2,356","1,009","1,347",744,"1,571",23,182,11,332,36,271
2019,관악구,서림동,"1,115",334,"3,245","1,899","1,346","1,024","1,982",43,602,13,282,35,379
2019,관악구,신사동,"1,359",515,"4,356","2,262","2,094","1,182","2,922",113,947,21,275,43,212
2019,관악구,신림동,"1,687",717,"6,638","3,294","3,344","1,531","4,790",124,"1,434",12,291,20,123
2019,관악구,난향동,397,162,"1,886",944,942,327,627,27,721,12,316,31,222
2019,관악구,조원동,"2,150",693,"7,116","3,997","3,119","1,907","4,312",164,"2,232",26,301,53,271
2019,관악구,대학동,"1,636",620,"15,017","8,174","6,843","1,279","3,011",153,"1,823",159,"9,977",45,206
2019,관악구,은천동,"1,562",574,"6,658","3,675","2,983","1,320","3,300",133,"2,309",38,570,71,479
2019,관악구,성현동,821,303,"2,951","1,447","1,504",712,"1,628",39,597,12,468,58,258
2019,관악구,청룡동,"1,855",751,"10,350","5,667","4,683","1,501","4,247",212,"2,581",58,"3,137",84,385
2019,관악구,난곡동,954,305,"2,452","1,140","1,312",873,"1,740",16,78,19,426,46,208
2019,관악구,삼성동,"1,010",378,"2,618","1,238","1,380",904,"1,580",18,189,29,438,59,411
2019,관악구,미성동,"1,490",547,"5,522","2,635","2,887","1,299","3,268",90,"1,036",28,821,73,397
2019,서초구,소계,"46,940","15,153","438,985","261,147","177,838","28,317","80,767","15,339","296,803","2,240","54,090","1,044","7,325"
2019,서초구,서초1동,"3,811","1,047","32,022","18,686","13,336","2,099","6,210","1,389","21,421",224,"3,832",99,559
2019,서초구,서초2동,"5,072","1,431","53,003","34,023","18,980","2,230","5,744","2,533","41,760",183,"4,668",126,831
2019,서초구,서초3동,"7,725","1,973","81,064","48,959","32,105","4,279","13,475","2,510","47,773",779,"18,536",157,"1,280"
2019,서초구,서초4동,"3,012",994,"28,529","13,739","14,790","1,989","8,683",795,"16,708",174,"2,591",54,547
2019,서초구,잠원동,"2,199",772,"18,054","10,235","7,819","1,419","4,090",679,"12,881",46,573,55,510
2019,서초구,반포본동,665,356,"2,326","1,053","1,273",568,"1,069",70,696,17,468,10,93
2019,서초구,반포1동,"1,737",676,"10,255","5,881","4,374","1,186","3,130",497,"6,138",28,717,26,270
2019,서초구,반포2동,306,149,"2,142",967,"1,175",229,670,47,396,18,823,12,253
2019,서초구,반포3동,964,440,"7,502","3,982","3,520",737,"1,922",168,"4,501",27,774,32,305
2019,서초구,반포4동,"3,291","1,493","29,877","14,627","15,250","2,408","7,018",775,"15,409",79,"7,165",29,285
2019,서초구,방배본동,"1,623",655,"10,497","5,551","4,946","1,170","2,798",382,"6,773",29,641,42,285
2019,서초구,방배1동,"1,907",654,"16,332","9,436","6,896","1,195","3,088",605,"12,362",65,719,42,163
2019,서초구,방배2동,"1,852",653,"17,806","9,521","8,285","1,232","3,162",506,"12,801",63,"1,602",51,241
2019,서초구,방배3동,"1,186",378,"13,826","9,415","4,411",705,"2,393",344,"8,987",86,"2,134",51,312
2019,서초구,방배4동,"2,149",753,"14,635","8,379","6,256","1,455","3,769",563,"9,582",78,"1,101",53,183
2019,서초구,양재1동,"3,616","1,070","44,006","28,071","15,935","2,016","5,731","1,308","33,990",175,"3,640",117,645
2019,서초구,양재2동,"4,989","1,381","48,262","33,048","15,214","2,831","6,436","1,974","39,525",129,"2,008",55,293
2019,서초구,내곡동,836,278,"8,847","5,574","3,273",569,"1,379",194,"5,100",40,"2,098",33,270
2019,강남구,소계,"71,027","22,257","698,840","387,884","310,956","39,566","133,158","28,027","492,570","2,237","64,848","1,197","8,264"
2019,강남구,신사동,"4,140","1,506","26,210","12,104","14,106","2,667","10,578","1,392","14,812",55,666,26,154
2019,강남구,논현1동,"5,309","1,619","41,829","21,876","19,953","3,062","11,050","2,087","29,167",109,"1,269",51,343
2019,강남구,논현2동,"5,596","1,604","62,264","36,707","25,557","2,808","9,939","2,533","47,372",191,"4,489",64,464
2019,강남구,삼성1동,"4,079","1,141","63,573","36,995","26,578","1,618","5,643","2,258","51,958",137,"5,477",66,495
2019,강남구,삼성2동,"3,661","1,105","37,531","19,567","17,964","1,834","5,721","1,619","26,521",124,"4,892",84,397
2019,강남구,대치1동,"1,068",469,"6,451","2,849","3,602",784,"2,599",234,"2,483",29,"1,199",21,170
2019,강남구,대치4동,"3,677","1,236","31,920","18,437","13,483","2,357","7,929","1,168","22,056",92,"1,600",60,335
2019,강남구,역삼1동,"15,451","4,252","155,883","90,145","65,738","7,316","26,970","7,238","111,768",691,"16,226",206,919
2019,강남구,역삼2동,"3,775","1,120","38,437","21,344","17,093","1,861","5,619","1,694","29,278",152,"3,095",68,445
2019,강남구,도곡1동,"1,596",530,"17,066","9,477","7,589",961,"3,272",538,"10,485",45,"3,047",52,262
2019,강남구,도곡2동,"1,828",646,"19,895","11,973","7,922",976,"2,790",766,"15,126",47,"1,595",39,384
2019,강남구,개포1동,169,64,875,664,211,145,225,14,475,5,86,5,89
2019,강남구,개포4동,"1,884",558,"10,524","6,440","4,084","1,155","2,989",639,"6,671",43,628,47,236
2019,강남구,일원본동,500,236,"9,755","2,808","6,947",375,918,58,850,30,"7,566",37,421
2019,강남구,일원1동,"2,123",335,"6,888","4,437","2,451","1,934","3,089",132,"3,079",26,557,31,163
2019,강남구,일원2동,564,202,"9,506","6,663","2,843",394,"1,005",100,"5,568",38,"2,545",32,388
2019,강남구,수서동,"1,504",382,"18,055","10,363","7,692",714,"2,096",689,"14,744",59,903,42,312
2019,강남구,세곡동,"1,338",462,"7,062","3,870","3,192",972,"2,213",272,"2,917",45,"1,481",49,451
2019,강남구,압구정동,"3,919","1,476","29,427","13,143","16,284","2,535","9,833","1,277","18,213",60,825,47,556
2019,강남구,청담동,"4,212","1,693","38,137","18,127","20,010","2,511","11,174","1,545","24,974",85,"1,566",71,423
2019,강남구,대치2동,"3,897","1,286","64,496","38,545","25,951","1,976","6,182","1,713","53,438",143,"4,359",65,517
2019,강남구,개포2동,737,335,"3,056","1,350","1,706",611,"1,324",61,615,31,777,34,340
2019,송파구,소계,"48,644","16,675","341,201","202,213","138,988","34,037","87,468","12,223","202,453","1,127","41,053","1,257","10,227"
2019,송파구,풍납1동,730,282,"2,489","1,107","1,382",642,"1,282",53,744,12,245,23,218
2019,송파구,풍납2동,"1,151",398,"16,316","6,241","10,075",921,"2,614",127,"2,756",47,"10,642",56,304
2019,송파구,거여1동,826,277,"3,649","1,831","1,818",694,"1,649",71,"1,315",17,324,44,361
2019,송파구,거여2동,841,297,"4,560","2,425","2,135",712,"1,780",68,"1,666",19,439,42,675
2019,송파구,마천1동,994,328,"2,411","1,293","1,118",876,"1,559",41,358,20,225,57,269
2019,송파구,마천2동,"1,350",490,"4,236","2,256","1,980","1,170","2,370",73,879,35,587,72,400
2019,송파구,방이1동,"1,317",502,"8,454","5,014","3,440",978,"2,770",269,"4,876",23,537,47,271
2019,송파구,방이2동,"3,125","1,038","19,808","12,136","7,672","2,093","6,038",906,"12,420",68,697,58,653
2019,송파구,오륜동,496,219,"5,724","3,159","2,565",330,777,39,"1,740",91,"2,887",36,320
2019,송파구,오금동,"2,397",782,"16,687","9,362","7,325","1,817","4,306",436,"10,384",52,"1,565",92,432
2019,송파구,송파1동,"2,509",864,"14,692","9,137","5,555","1,994","4,858",420,"7,615",49,665,46,"1,554"
2019,송파구,송파2동,836,371,"4,149","2,114","2,035",680,"1,519",97,"1,700",20,614,39,316
2019,송파구,석촌동,"2,666",971,"15,306","9,093","6,213","2,051","5,694",519,"8,906",31,263,65,443
2019,송파구,삼전동,"2,028",738,"11,418","7,236","4,182","1,607","4,060",305,"6,076",43,910,73,372
2019,송파구,가락본동,"3,489","1,071","25,440","15,642","9,798","2,199","6,486","1,108","14,629",89,"3,896",93,429
2019,송파구,가락1동,"2,988",808,"11,391","7,674","3,717",940,"2,221","1,952","8,034",46,774,50,362
2019,송파구,가락2동,"1,901",737,"9,763","5,295","4,468","1,471","3,687",328,"5,164",29,461,73,451
2019,송파구,문정1동,"1,295",467,"6,194","3,644","2,550",985,"2,308",259,"3,230",18,518,33,138
2019,송파구,문정2동,"7,131","1,859","59,850","40,335","19,515","3,929","9,383","3,021","46,754",145,"3,278",36,435
2019,송파구,장지동,"1,337",444,"9,229","6,032","3,197","1,077","2,549",151,"5,124",46,"1,197",63,359
2019,송파구,위례동,667,313,"3,859","2,126","1,733",547,"1,373",78,"1,747",13,438,29,301
2019,송파구,잠실본동,"3,042","1,115","19,197","11,398","7,799","2,321","7,396",624,"11,061",45,501,52,239
2019,송파구,잠실4동,383,196,"1,696",535,"1,161",344,"1,069",21,117,10,364,8,146
2019,송파구,잠실6동,"2,629",787,"49,280","30,612","18,668","1,681","4,332",833,"38,584",91,"6,151",24,213
2019,송파구,잠실7동,196,101,"1,284",561,723,159,306,19,345,10,516,8,117
2019,송파구,잠실2동,777,410,"4,583","2,071","2,512",658,"2,044",67,616,33,"1,747",19,176
2019,송파구,잠실3동,"1,543",810,"9,536","3,884","5,652","1,161","3,038",338,"5,613",25,612,19,273
2019,강동구,소계,"29,080","10,358","141,770","74,700","67,070","24,578","59,518","3,136","58,173",554,"18,948",812,"5,131"
2019,강동구,강일동,962,284,"17,586","13,299","4,287",768,"2,038",115,"13,933",32,"1,403",47,212
2019,강동구,상일동,918,287,"5,176","2,234","2,942",766,"1,577",69,817,44,"2,530",39,252
2019,강동구,명일1동,"1,739",760,"6,643","2,730","3,913","1,546","3,880",119,"1,464",29,619,45,680
2019,강동구,명일2동,987,443,"3,944","1,688","2,256",839,"2,451",108,921,13,330,27,242
2019,강동구,고덕1동,732,308,"2,670","1,202","1,468",647,"1,288",34,336,23,891,28,155
2019,강동구,고덕2동,677,258,"2,548","1,112","1,436",601,"1,376",24,294,30,828,22,50
2019,강동구,암사2동,838,319,"3,711","1,647","2,064",723,"1,645",82,"1,740",13,255,20,71
2019,강동구,암사3동,576,219,"2,185","1,040","1,145",498,"1,141",42,459,11,493,25,92
2019,강동구,천호1동,"1,534",524,"5,332","2,615","2,717","1,336","2,946",121,"1,477",39,667,38,242
2019,강동구,천호3동,"1,830",668,"7,474","3,898","3,576","1,560","3,935",189,"2,930",32,292,49,317
2019,강동구,성내1동,"2,048",628,"17,777","9,721","8,056","1,470","3,811",461,"10,836",63,"2,797",54,333
2019,강동구,성내2동,"1,836",715,"6,770","3,253","3,517","1,578","4,010",188,"2,290",20,257,50,213
2019,강동구,성내3동,"2,439",927,"9,117","4,987","4,130","2,018","4,851",340,"3,772",30,203,51,291
2019,강동구,둔촌1동,17,5,283,195,88,6,16,5,58,3,204,3,5
2019,강동구,둔촌2동,"1,553",539,"9,463","4,676","4,787","1,276","3,040",181,"2,978",34,"3,172",62,273
2019,강동구,암사1동,"1,918",698,"5,646","2,777","2,869","1,708","3,778",109,880,29,670,72,318
2019,강동구,천호2동,"3,439","1,346","14,208","6,528","7,680","2,807","7,777",505,"5,014",49,865,78,552
2019,강동구,길동,"5,037","1,430","21,237","11,098","10,139","4,431","9,958",444,"7,974",60,"2,472",102,833
